@RELATION featurization_5

@ATTRIBUTE line_num INTEGER
@ATTRIBUTE journal {arxiv, jdm, plos}
@ATTRIBUTE expert INTEGER
@ATTRIBUTE section {abstract, introduction}
@ATTRIBUTE dt INTEGER
@ATTRIBUTE nnp INTEGER
@ATTRIBUTE nn INTEGER
@ATTRIBUTE in INTEGER
@ATTRIBUTE vbz INTEGER
@ATTRIBUTE vbn INTEGER
@ATTRIBUTE vbg INTEGER
@ATTRIBUTE jj INTEGER
@ATTRIBUTE comma INTEGER
@ATTRIBUTE rb INTEGER
@ATTRIBUTE colon INTEGER
@ATTRIBUTE cd INTEGER
@ATTRIBUTE cc INTEGER
@ATTRIBUTE prp INTEGER
@ATTRIBUTE md INTEGER
@ATTRIBUTE vb INTEGER
@ATTRIBUTE nns INTEGER
@ATTRIBUTE wdt INTEGER
@ATTRIBUTE vbp INTEGER
@ATTRIBUTE jjr INTEGER
@ATTRIBUTE to INTEGER
@ATTRIBUTE opquote INTEGER
@ATTRIBUTE closequote INTEGER
@ATTRIBUTE nnps INTEGER
@ATTRIBUTE prp$ INTEGER
@ATTRIBUTE jjs INTEGER
@ATTRIBUTE wrb INTEGER
@ATTRIBUTE pos INTEGER
@ATTRIBUTE vbd INTEGER
@ATTRIBUTE ex INTEGER
@ATTRIBUTE rbr INTEGER
@ATTRIBUTE none INTEGER
@ATTRIBUTE ls INTEGER
@ATTRIBUTE rbs INTEGER
@ATTRIBUTE wp INTEGER
@ATTRIBUTE rp INTEGER
@ATTRIBUTE pdt INTEGER
@ATTRIBUTE wpmoney INTEGER
@ATTRIBUTE hashhash INTEGER
@ATTRIBUTE periodperiod INTEGER
@ATTRIBUTE class {AIM, BASE, CONT, OWN, MISC}

@DATA
59,arxiv,0,introduction,2,0,1,2,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
60,arxiv,0,introduction,1,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
61,arxiv,0,introduction,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
62,arxiv,0,introduction,1,1,3,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,OWN
63,arxiv,0,introduction,3,0,2,2,0,0,0,3,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
64,arxiv,0,introduction,5,0,6,4,2,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
65,arxiv,0,introduction,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
66,arxiv,0,introduction,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
0,arxiv,1,abstract,2,3,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
1,arxiv,1,abstract,6,0,15,2,4,2,1,2,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
2,arxiv,1,abstract,1,2,1,4,0,0,0,1,1,3,0,1,1,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
3,arxiv,1,abstract,3,1,3,2,2,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
4,arxiv,1,abstract,2,1,4,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
5,arxiv,1,abstract,3,1,2,2,1,0,0,4,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
6,arxiv,1,abstract,1,2,5,2,1,0,0,3,1,0,0,0,2,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
7,arxiv,1,introduction,6,2,11,3,1,0,0,2,3,1,1,0,1,0,0,0,1,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
8,arxiv,1,introduction,2,1,2,1,2,0,0,4,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
9,arxiv,1,introduction,7,3,9,4,1,0,0,3,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
10,arxiv,1,introduction,2,1,3,2,2,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
11,arxiv,1,introduction,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
12,arxiv,1,introduction,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
13,arxiv,1,introduction,3,0,4,2,1,1,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
14,arxiv,1,introduction,1,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
15,arxiv,1,introduction,2,1,4,1,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
16,arxiv,1,introduction,2,3,6,2,2,2,1,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
17,arxiv,1,introduction,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
18,arxiv,1,introduction,3,2,2,4,0,0,0,3,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
19,arxiv,1,introduction,1,2,4,3,0,0,0,1,2,1,0,1,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
20,arxiv,1,introduction,6,3,10,5,2,1,0,6,4,3,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MISC
21,arxiv,1,introduction,3,0,6,4,2,1,2,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
22,arxiv,1,introduction,2,2,4,3,2,3,1,1,3,3,1,0,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
23,arxiv,1,introduction,2,3,4,4,1,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
24,arxiv,1,introduction,2,1,2,2,2,0,0,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
25,arxiv,1,introduction,4,0,4,3,2,1,0,6,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
26,arxiv,1,introduction,1,1,4,3,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
27,arxiv,1,introduction,3,0,4,3,1,0,0,1,2,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
28,arxiv,1,introduction,3,4,5,5,1,1,0,0,3,1,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
29,arxiv,1,introduction,3,0,5,3,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
30,arxiv,1,introduction,1,0,2,3,3,0,1,3,1,4,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
31,arxiv,1,introduction,2,2,3,3,2,0,0,3,0,1,0,0,0,1,0,1,2,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,MISC
32,arxiv,1,introduction,2,1,3,2,0,0,0,3,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
33,arxiv,1,introduction,4,1,4,4,3,0,0,1,1,3,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
34,arxiv,1,introduction,1,0,4,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
35,arxiv,1,introduction,1,0,1,2,1,0,0,4,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
36,arxiv,1,introduction,3,0,4,2,0,0,0,3,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
37,arxiv,1,introduction,3,4,4,4,2,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
38,arxiv,1,introduction,1,1,0,2,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
39,arxiv,1,introduction,1,1,3,4,2,2,0,4,2,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
40,arxiv,1,introduction,1,3,2,1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
41,arxiv,1,introduction,5,1,9,4,1,1,0,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
42,arxiv,1,introduction,2,0,2,0,0,0,0,1,1,2,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MISC
43,arxiv,1,introduction,2,0,0,1,1,0,0,1,3,5,2,0,0,1,0,1,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
44,arxiv,1,introduction,4,0,6,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
45,arxiv,1,introduction,2,0,2,3,1,1,0,2,1,2,0,1,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
46,arxiv,1,introduction,2,1,2,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
47,arxiv,1,introduction,2,4,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
48,arxiv,1,introduction,5,4,6,3,1,0,0,4,1,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
49,arxiv,1,introduction,3,0,8,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
50,arxiv,1,introduction,1,1,0,1,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
51,arxiv,1,introduction,5,5,12,10,2,1,0,4,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MISC
52,arxiv,1,introduction,5,1,6,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
53,arxiv,1,introduction,0,2,2,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
54,arxiv,1,introduction,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
55,arxiv,1,introduction,4,0,9,4,0,2,2,1,1,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MISC
56,arxiv,1,introduction,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
57,arxiv,1,introduction,1,1,3,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
58,arxiv,1,introduction,1,0,2,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
59,arxiv,1,introduction,2,0,1,2,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
60,arxiv,1,introduction,1,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
61,arxiv,1,introduction,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
62,arxiv,1,introduction,1,1,3,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,OWN
63,arxiv,1,introduction,3,0,2,2,0,0,0,3,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
64,arxiv,1,introduction,5,0,6,4,2,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
65,arxiv,1,introduction,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
66,arxiv,1,introduction,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
0,arxiv,0,abstract,4,0,4,6,2,3,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
1,arxiv,0,abstract,2,0,12,7,0,0,1,8,0,2,0,0,2,1,2,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
2,arxiv,0,abstract,6,0,6,5,0,1,0,2,0,1,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
3,arxiv,0,abstract,0,4,3,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
4,arxiv,0,abstract,4,2,7,4,1,1,0,0,0,1,0,0,1,2,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,OWN
5,arxiv,0,abstract,4,0,6,4,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
6,arxiv,0,introduction,5,0,6,7,1,2,0,7,0,2,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
7,arxiv,0,introduction,2,6,4,10,1,1,2,5,0,2,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
8,arxiv,0,introduction,3,0,5,2,2,1,0,4,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
9,arxiv,0,introduction,2,0,6,4,1,2,0,5,0,0,0,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
10,arxiv,0,introduction,3,0,8,7,2,0,0,3,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
11,arxiv,0,introduction,0,0,7,7,2,2,1,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
12,arxiv,0,introduction,4,0,4,4,0,2,0,4,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
13,arxiv,0,introduction,1,0,2,2,1,0,0,3,0,1,0,0,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
14,arxiv,0,introduction,4,0,5,1,0,0,0,4,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
15,arxiv,0,introduction,3,1,8,5,2,0,0,4,0,3,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MISC
16,arxiv,0,introduction,5,0,5,7,1,0,1,3,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
17,arxiv,0,introduction,0,0,7,5,0,0,0,2,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
18,arxiv,0,introduction,2,0,4,3,0,0,0,3,0,2,0,1,1,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
19,arxiv,0,introduction,1,0,4,2,1,0,1,3,0,1,0,0,1,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
20,arxiv,0,introduction,1,0,3,3,1,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
21,arxiv,0,introduction,0,0,5,4,0,1,0,0,0,1,0,0,1,0,0,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
22,arxiv,0,introduction,5,0,7,5,0,1,0,1,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
23,arxiv,0,introduction,3,0,5,3,0,1,0,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
24,arxiv,0,introduction,1,0,1,3,0,2,0,0,0,1,0,0,0,1,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
25,arxiv,0,introduction,2,1,4,5,0,0,1,3,0,0,0,0,1,1,0,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
26,arxiv,0,introduction,3,0,7,2,2,0,1,2,0,1,0,1,1,1,0,2,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
27,arxiv,0,introduction,3,1,2,5,0,0,1,2,0,1,0,0,1,1,0,1,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,OWN
28,arxiv,0,introduction,1,2,5,1,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,OWN
29,arxiv,0,introduction,1,0,6,1,1,0,0,2,0,2,0,0,3,1,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
30,arxiv,0,introduction,1,0,3,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
31,arxiv,0,introduction,2,0,3,3,2,0,0,0,0,1,0,0,1,3,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,OWN
32,arxiv,0,introduction,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
33,arxiv,0,introduction,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
0,arxiv,0,abstract,4,0,4,6,2,3,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
1,arxiv,0,abstract,2,0,12,7,0,0,1,8,0,2,0,0,2,1,2,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
2,arxiv,0,abstract,6,0,6,5,0,1,0,2,0,1,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
3,arxiv,0,abstract,0,4,3,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
4,arxiv,0,abstract,4,2,7,4,1,1,0,0,0,1,0,0,1,2,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,OWN
5,arxiv,0,abstract,4,0,6,4,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OWN
6,arxiv,0,introduction,5,0,6,7,1,2,0,7,0,2,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
7,arxiv,0,introduction,2,6,4,10,1,1,2,5,0,2,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
8,arxiv,0,introduction,3,0,5,2,2,1,0,4,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
9,arxiv,0,introduction,2,0,6,4,1,2,0,5,0,0,0,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
10,arxiv,0,introduction,3,0,8,7,2,0,0,3,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
11,arxiv,0,introduction,0,0,7,7,2,2,1,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
12,arxiv,0,introduction,4,0,4,4,0,2,0,4,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
13,arxiv,0,introduction,1,0,2,2,1,0,0,3,0,1,0,0,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
14,arxiv,0,introduction,4,0,5,1,0,0,0,4,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
15,arxiv,0,introduction,3,0,7,5,2,0,0,4,0,3,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MISC
16,arxiv,0,introduction,5,0,5,7,1,0,1,3,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
17,arxiv,0,introduction,0,0,7,5,0,0,0,2,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
18,arxiv,0,introduction,2,0,4,3,0,0,0,3,0,2,0,1,1,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
19,arxiv,0,introduction,1,0,4,2,1,0,1,3,0,1,0,0,1,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
20,arxiv,0,introduction,1,0,3,3,1,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
21,arxiv,0,introduction,0,0,5,4,0,1,0,0,0,1,0,0,1,0,0,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
22,arxiv,0,introduction,5,0,7,5,0,1,0,1,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
23,arxiv,0,introduction,3,0,5,3,0,1,0,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
24,arxiv,0,introduction,1,0,1,3,0,2,0,0,0,1,0,0,0,1,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
25,arxiv,0,introduction,2,1,4,5,0,0,1,3,0,0,0,0,1,1,0,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
